,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
212,캐나다,York University,"ECOLOGICAL FOOTPRINT COLLABORATION
The “ecological footprint” of human consumption
is 70 per cent more today than it was in 1970, with
a large attribution of the increase coming from
our carbon footprint, or emissions. Those were
the findings of an initiative at York University
measuring how consumption of renewable
resources has changed over the last 50 years.
Research out of York’s Ecological Footprint
Initiative in the Faculty of Environmental Studies
is informing governments about the way humans
use the Earth’s resources and the planet’s capacity
to provide them. This work is empowering the
Footprint Data Foundation to inform individuals,
communities and government leaders to better
manage limited resources. Learn more here.","""생태 발자국 협업
인간 소비의 ""생태적 발자국""
오늘날 1970년보다 70퍼센트 더 많다.
에서 오는 증가의 큰 원인.
우리의 탄소 발자국, 또는 배출. 저것들은
요크 대학에서의 이니셔티브의 결과
재생 가능한 소비량 측정
자원은 지난 50년 동안 변화해 왔습니다.
요크 생태발자국 연구
환경학부의 이니셔티브
인간들의 방식에 대해 정부에게 알리고 있다.
지구의 자원과 지구의 능력을 이용하다
제공할 수 있을 거야 이 일은 우리에게 힘을 실어주고 있다.
개인에게 정보를 제공하는 풋프린트 데이터 재단
더 나은 지역사회와 정부 지도자들
한정된 자원을 운용하다 자세한 내용은 여기를 참조하십시오.""","생태 발자국 협력 공동 작업 인간 소비의“생태 학적 발자국”은 1970 년보다 오늘날보다 70 % 더 많으며, 탄소 발자국 또는 배출량으로 인한 증가의 큰 귀속이 있습니다.요크 대학교 (York University)에서 재생 가능한 자원의 소비가 지난 50 년 동안 어떻게 변했는지를 측정하는 이니셔티브의 결과였습니다.환경 학부에서 요크의 생태 풋 프린트 이니셔티브에서 연구에 따르면 정부는 인간이 지구의 자원을 사용하는 방식과 지구의 제공 능력에 대해 알리고 있습니다.이 작업은 Footprint Data Foundation을 통해 개인, 지역 사회 및 정부 리더에게 제한된 자원을 더 잘 관리하도록 알리기 위해 힘을 실어주고 있습니다.여기에서 자세히 알아보십시오.", 학부에서 요크의 생태 풋 프린트 이니셔티브에서 연구에 따르면 정부는 인간이 지구의 자원을 사용하는 방식과 지구의 제공 능력에 대해 알리고 있습니다,12,2
7,영국,Leicester,The Geography student society successfully bid for SEED funding to run an awareness raising campaign using metal water bottles as a reward for staff and students to pledge to behave more sustainably,지리학 학생회는 직원과 학생들이 보다 지속 가능한 행동을 서약하는 데 대한 보상으로 금속 물병을 사용하여 인식 제고 캠페인을 실행하기 위해 SEED 기금에 성공적으로 입찰했습니다,지리학 학생 협회는 종자 자금 지원에 성공적으로 입찰하여 금속 물병을 직원과 학생들에게보다 지속적으로 행동 할 것을 약속 할 수있는 보상으로 금속 물병을 사용하여 인식 조달 캠페인을 운영합니다.,지리학 학생 협회는 종자 자금 지원에 성공적으로 입찰하여 금속 물병을 직원과 학생들에게보다 지속적으로 행동 할 것을 약속 할 수있는 보상으로 금속 물병을 사용하여 인식 조달 캠페인을 운영합니다.,14,2
1059,영국,University of Essex,"Our green spaces contribute to the health and
wellbeing of our community, and offer us a
unique opportunity to nurture, care for and
improve biodiversity and habitats.","우리의 녹색 공간은 건강에 기여하고_x000D_
우리 공동체의 안녕, 그리고 우리에게 제공한다._x000D_
양육, 보살핌, 그리고 양육할 수 있는 유일한 기회_x000D_
생물 다양성과 서식지를 개선한다.","우리의 녹색 공간은 지역 사회의 건강과 복지에 기여하며 생물 다양성과 서식지를 육성, 돌보며 개선 할 수있는 독특한 기회를 제공합니다.","우리의 녹색 공간은 지역 사회의 건강과 복지에 기여하며 생물 다양성과 서식지를 육성, 돌보며 개선 할 수있는 독특한 기회를 제공합니다.",15,2
1990,영국,University of East Anglia,"Water Security professional training
The Water Security Research Centre offers a short course for policy makers and practitioners focusing on the global challenges of water security and how this is intrinsically related to social and political factors. The course explores how to co-create water secure futures and to integrate water security into development planning, projects and policy.","수상 보안 전문가 교육
물 보안 연구 센터는 물 안보의 세계적인 도전과 이것이 본질적으로 사회적, 정치적 요소와 어떻게 관련이 있는지에 초점을 맞춘 정책 입안자와 실무자들을 위한 짧은 과정을 제공한다. 이 과정은 물 보안 미래를 공동으로 만들고 물 보안을 개발 계획, 프로젝트 및 정책에 통합하는 방법을 탐구합니다.","수자원 보안 전문 교육 수자원 보안 연구 센터는 수자원 보안의 글로벌 과제에 중점을 둔 정책 입안자 및 실무자를위한 짧은 과정을 제공합니다.이 과정은 물 안전 선물을 공동 창조하고 수자원 보안을 개발 계획, 프로젝트 및 정책에 통합하는 방법을 탐구합니다."," 과정은 물 안전 선물을 공동 창조하고 수자원 보안을 개발 계획, 프로젝트 및 정책에 통합하는 방법을 탐구합니다.",14,2
181,영국,University of Glasgow,"The University has a wide range of expertise
in the marine sciences and sustainability of
aquatic ecosystems across our Colleges.
Our Institute of Biodiversity, Animal Health &
Comparative Medicine has strong links with
many other research organisations within
Scotland, including Marine Scotland and the
Marine Alliance for Science and Technology for
Scotland, and further afield.","대학은 다양한 전문 지식을 가지고 있습니다._x000D_
해양과학과 지속가능성에 있어서._x000D_
우리 대학을 가로지르는 수생 생태계._x000D_
우리 생물 다양성 연구소, 동물 건강 &_x000D_
비교의학은 와 강한 연관성을 가지고 있다._x000D_
내의 다른 많은 연구 기관들_x000D_
마린 스코틀랜드를 포함한 스코틀랜드는 다음과 같다._x000D_
해양과학기술동맹_x000D_
스코틀랜드, 그리고 더 먼 들판","이 대학은 해양 과학에 대한 다양한 전문 지식과 대학 전체의 수생 생태계의 지속 가능성을 보유하고 있습니다.우리의 생물 다양성 연구소, 동물 건강 및 비교 의학은 해양 스코틀랜드와 스코틀랜드의 과학 기술을위한 해양 연합, 그리고 더 멀리 떨어진 스코틀랜드 내의 다른 많은 연구 기관과 강력한 연관성을 가지고 있습니다."," 생물 다양성 연구소, 동물 건강 및 비교 의학은 해양 스코틀랜드와 스코틀랜드의 과학 기술을위한 해양 연합, 그리고 더 멀리 떨어진 스코틀랜드 내의 다른 많은 연구 기관과 강력한 연관성을 가지고 있습니다.",14,2
753,영국,Oxford University,"We’ll continue to implement the Waste Strategy We’ll continue to roll out the University Waste Management Strategy across departments, through the Waste Implementation Group",우리는 폐기물 전략을 계속 이행할 것입니다. 우리는 폐기물 이행 그룹을 통해 여러 학과에 걸쳐 대학 폐기물 관리 전략을 지속적으로 전개할 것입니다.,폐기물 구현 그룹을 통해 부서 전체에서 대학 폐기물 관리 전략을 계속 출시 할 폐기물 전략을 계속 구현할 것입니다.,폐기물 구현 그룹을 통해 부서 전체에서 대학 폐기물 관리 전략을 계속 출시 할 폐기물 전략을 계속 구현할 것입니다.,12,2
213,캐나다,York University,"REDUCE, REUSE AND RETHINK
With proposed legislative changes to Ontario’s Blue
Box program and waste management legislation
across North America, Dr. Calvin Lakhan’s recent
work is timely. Dr. Lakhan’s research examines
the goal of our waste management system. “Now,
more than ever, we need to clearly define what our
goals are, and whether our existing approaches are
helping move us towards achieving those goals,” he
writes. Dr. Lakhan, who is also the co-investigator of
York’s “Waste Wiki,” states that Canada has become
a victim of its own success with households and
policy-makers conflating recycling with sustainability,
rather than prioritizing reducing or reusing
waste. Learn more here.","""REDUCE, REUSE 및 RETHINK
으로 온타리오의 청색은 법률 개정 제안했다.
박스 프로그램과 폐기물 관리 입법 기능이다.
그곳에서 북 아메리카, 박사는 캘빈 Lakhan의 최근.
작품은 시기적 절하다.박사 Lakhan의 연구들을 검토하기
우리의 폐기물 관리 시스템의 목표는.""자,
그 어느 때보다도, 우리는 분명하게 우리 규정할 필요가 있다.
목표 및 기존 접근법이 있다.
도와 주는 그 goals,"" 그는 달성으로 우리를 움직인다.
Writes. 박사 Lakhan, 이 지역 출신의 co-investigator.
캐나다 즉 뉴욕의“폐기물 위키,”국가들이다.
가정과 그 스스로의 성공의 희생자.
Policy-makers sustainability,과 재활용을 융합하다.
오히려거나 다시 사용을 줄이는 우선 순위보다.
낭비이다. 자세한 정보here.""","Calvin Lakhan 박사의 최근 연구는 북미 전역의 온타리오의 블루 박스 프로그램 및 폐기물 관리 법으로 제안 된 입법 변경을 줄이고, 재사용하고, 재사용하고 다시 생각합니다.Lakhan 박사의 연구는 폐기물 관리 시스템의 목표를 조사합니다.""이제 우리는 그 어느 때보 다 우리의 목표가 무엇인지 명확하게 정의해야하며, 기존 접근 방식이 이러한 목표를 달성하는 데 도움이되는지 여부를 명확하게 정의해야합니다.""라고 그는 말합니다.요크의“폐기물 위키”의 공동 조사관 인 Lakhan 박사는 캐나다가 폐기물 감소 또는 재사용을 우선시하는 대신 지속 가능성과 재활용을 촉발하는 가구 및 정책 입안자들과의 성공의 희생자가되었다고 말합니다.여기에서 자세히 알아보십시오.", 박사의 연구는 폐기물 관리 시스템의 목표를 조사합니다,12,2
1515,영국,London School of Economics and Political Science,"Our reduction was also helped by our electricity from the national grid being less carbon intensive, due to coal-fired power stations being phased out.",석탄 화력 발전소가 단계적으로 폐지됨에 따라 국가 전력망에서 나오는 전력의 탄소 집약도가 낮아진 것도 이러한 감소에 일조했습니다.,우리의 감소는 또한 석탄 화력 발전소가 단계적으로 폐지 되었기 때문에 국가 그리드의 전기가 탄소 집약적이지 않다는 데 도움이되었습니다.,우리의 감소는 또한 석탄 화력 발전소가 단계적으로 폐지 되었기 때문에 국가 그리드의 전기가 탄소 집약적이지 않다는 데 도움이되었습니다.,13,2
1933,홍콩,The Chinese University of Hong Kong,"The University’s Waste Management Policy and Waste Management Guidelines require units to establish waste management procedures that reduce their impact on the environment, and require them to demonstrate continual improvement in their waste management performance.",대학의 폐기물 관리 정책 및 폐기물 관리 지침은 각 단위가 환경에 미치는 영향을 줄이는 폐기물 관리 절차를 수립하고 폐기물 관리 성능의 지속적인 개선을 입증하도록 요구하고 있습니다.,대학의 폐기물 관리 정책 및 폐기물 관리 지침은 환경에 미치는 영향을 줄이는 폐기물 관리 절차를 확립하고 폐기물 관리 성과의 지속적인 개선을 보여 주어야합니다.,대학의 폐기물 관리 정책 및 폐기물 관리 지침은 환경에 미치는 영향을 줄이는 폐기물 관리 절차를 확립하고 폐기물 관리 성과의 지속적인 개선을 보여 주어야합니다.,13,2
1738,덴마크,Aalborg University,"WASTEMAN
The overall idea of the project is to facilitate the transition of
the waste management sector from linear to circular economy
by implementation of Integrated Sustainable Waste
Management System (ISWMS). The project will thus decrease
pollution from the waste management sector and at the same
time ensure effective recycling of municipal waste resources.
The Department of Planning participates in the project in
conjunction with the waste management company of Bornholm,
Bofa. Living Labs are established to test and develop
new ideas and experiments that take into account the social
and technological conditions of local waste management","낭비자
프로젝트의 전반적인 아이디어는 의 전환을 촉진하는 것이다.
선형 경제에서 순환 경제까지 폐기물 관리 부문
지속 가능한 통합 폐기물의 시행으로
관리 시스템(ISWMS). 따라서 프로젝트는 감소할 것이다.
폐기물 관리 부문과 동시에 발생하는 오염
시간은 도시 폐기물 자원의 효과적인 재활용을 보장한다.
기획부서는 다음의 프로젝트에 참여한다.
Bornholm의 폐기물 관리 회사와의 연계,
보파. 리빙랩은 테스트와 개발을 위해 설립되었습니다.
사회성을 고려한 새로운 아이디어와 실험
지역 폐기물 관리의 기술적 조건",WASTEMAN이 프로젝트의 전반적인 아이디어는 통합 된 지속 가능한 폐기물 관리 시스템 (ISWMS)의 구현을 통해 폐기물 관리 부문의 선형에서 원형 경제로의 전환을 촉진하는 것입니다.따라서이 프로젝트는 폐기물 관리 부문의 오염을 줄이고 동시에 도시 폐기물 자원의 효과적인 재활용을 보장합니다.계획 부는 Bornholm의 폐기물 관리 회사와 함께 프로젝트에 참여합니다.살아있는 실험실은 지역 폐기물 관리의 사회적 및 기술 조건을 고려한 새로운 아이디어와 실험을 테스트하고 개발하기 위해 설립되었습니다., 프로젝트는 폐기물 관리 부문의 오염을 줄이고 동시에 도시 폐기물 자원의 효과적인 재활용을 보장합니다,12,2
1435,타이완,NTU,"In the face of climate change and uneven distribution of water resources, it is urgent to improve water supply and water efficiency. Wastewater/effluent treatment and reuse are not affected by rainfall, so its potential has received more attention in recent years. Professor Chia-Hung Hou of NTU’s Graduate Institute of Environmental Engineering has led his team to work on a new, energyefficient water treatment technology, called capacitive deionization (CDI). CDI is an electro-sorption method using a combination of a sorption media and an electrical field to separate ions and charged particles as a way to remove salts and charged pollutants. CDI can be used for desalination, water softening, industrial wastewater recycling, and removal of trace pollutants (e.g. arsenic in groundwater). As an environmentally friendly technology, CDI has been widely recognized as a highly advanced renewable water technology. When commercialized, it can be applied to the wastewater discharge from semiconductor and chemical plants in Taiwan and abroad to redress the imbalance of water resources and to ensure sustainable utilization of water resources.","기후 변화와 수자원 분배의 불균일함에 직면하여, 급수와 물의 효율의 개선이 시급합니다. 폐수/배수 처리 및 재사용은 강우량의 영향을 받지 않으므로 최근 몇 년 동안 그 잠재력이 더욱 주목을 받고 있습니다. NTU의 대학원 환경 공학 연구소의 Chia-Hung Hou 교수는 그의 팀을 이끌고 용량성 탈이온(CDI)이라고 불리는 새롭고 에너지 효율적인 수처리 기술을 연구했습니다. CDI는 염분 및 하전 오염 물질을 제거하는 방법으로 이온과 하전 입자를 분리하기 위해 흡착 매체와 전기장의 조합을 사용하는 전기 흡수 방법입니다. CDI는 담수화, 물 연화, 산업 폐수 재활용, 미량 오염 물질(예: 지하수의 비소) 제거에 사용될 수 있습니다. 환경 친화적인 기술로서, CDI는 매우 발전된 재생 가능한 물 기술로 널리 인식되어 왔습니다. 상용화되면 대만 및 해외 반도체 및 화학공장 폐수 배출에 적용되어 수자원의 불균형을 해소하고 수자원의 지속가능한 활용을 보장할 수 있습니다.","기후 변화와 수자원의 고르지 않은 분포에 직면하여 물 공급과 물 효율성을 향상시키는 것이 시급합니다. 폐수/폐수 치료 및 재사용은 강우의 영향을받지 않으므로 최근 몇 년 동안 잠재력이 더 많은 관심을 받았습니다. NTU 대학원 환경 공학 연구소의 Chia-Hung Hou 교수는 그의 팀이 CAPACIVE DEIONIZATION (CDI)이라는 새로운 에너지 효율적인 수처리 기술을 연구하게되었습니다. CDI는 소금 및 하전 오염 물질을 제거하는 방법으로서 흡착 배지와 전기장을 분리하기위한 전기장과 전기장의 조합을 사용하는 전기 흡수 방법이다. CDI는 담수화, 연수 연화, 산업 폐수 재활용 및 미량 오염 물질 제거 (예 : 지하수에서 비소)에 사용될 수 있습니다. 환경 친화적 인 기술로서 CDI는 고도로 진보 된 재생 가능한 물 기술로 널리 알려져 있습니다. 상용화되면 대만과 해외의 반도체 및 화학 공장에서 폐수 배출에 적용하여 수자원의 불균형을 해결하고 수자원의 지속 가능한 활용을 보장 할 수 있습니다.","기후 변화와 수자원의 고르지 않은 분포에 직면하여 물 공급과 물 효율성을 향상시키는 것이 시급합니다. 폐수/폐수 치료 및 재사용은 강우의 영향을받지 않으므로 최근 몇 년 동안 잠재력이 더 많은 관심을 받았습니다. NTU 대학원 환경 공학 연구소의 Chia-Hung Hou 교수는 그의 팀이 CAPACIVE DEIONIZATION (CDI)이라는 새로운 에너지 효율적인 수처리 기술을 연구하게되었습니다. CDI는 소금 및 하전 오염 물질을 제거하는 방법으로서 흡착 배지와 전기장을 분리하기위한 전기장과 전기장의 조합을 사용하는 전기 흡수 방법이다. CDI는 담수화, 연수 연화, 산업 폐수 재활용 및 미량 오염 물질 제거 (예 : 지하수에서 비소)에 사용될 수 있습니다. 환경 친화적 인 기술로서 CDI는 고도로 진보 된 재생 가능한 물 기술로 널리 알려져 있습니다. 상용화되면 대만과 해외의 반도체 및 화학 공장에서 폐수 배출에 적용하여 수자원의 불균형을 해결하고 수자원의 지속 가능한 활용을 보장 할 수 있습니다.",6,2
1027,영국,University of Essex,"We provide tap water where possible, which
also reduces the use of plastic bottles.
We’ve also decided to use tap water at all of
our conferences.","""우리는 가능한 한 수돗물을 제공합니다.
또한 플라스틱 병의 사용을 줄인다.
수돗물도 모두 사용하기로 했습니다.
우리의 회의""라고 말했다.",우리는 가능한 경우 수돗물을 제공하여 플라스틱 병의 사용을 줄입니다.우리는 또한 모든 회의에서 수돗물을 사용하기로 결정했습니다., 또한 모든 회의에서 수돗물을 사용하기로 결정했습니다.,6,2
1620,핀란드,University of Eastern Finland,"The research group of Aquatic
Ecology and Behavioural Ecology is
involved in wide-ranging and multidisciplinary
research in areas such
as water biology, water ecology,
evolutionary ecology and behavioural
ecology. The group’s primary
research subjects are aquatic organisms,
such as fish and crayfish as
well as their parasites and diseases.
For example , the group has studied
how fish larvae adapt to microplastics.","아쿠아틱 연구팀
생태학과 행동 생태학은
광범위하고 다학제적인 일에 관여하는.
이와 같은 분야의 연구
물 생물학, 물 생태학,
진화 생태학과 행동
생태학 그룹의 프라이머리
연구 주제는 수생 유기체이다.
로서 물고기나 가재 같은.
그들의 기생충과 질병도 마찬가지입니다.
예를 들어, 그 그룹은 공부를 했다.
물고기 유충이 미세 플라스틱에 어떻게 적응하는지","수생 생태학 및 행동 생태학의 연구 그룹은 물 생물학, 물 생태학, 진화 생태학 및 행동 생태와 같은 분야의 광범위하고 다 분야 연구에 관여합니다.이 그룹의 주요 연구 대상은 기생충과 질병뿐만 아니라 생선 및 가재와 같은 수생 유기체입니다.예를 들어, 그룹은 물고기 유충이 미세 유전체에 어떻게 적응하는지 연구했습니다.","수생 생태학 및 행동 생태학의 연구 그룹은 물 생물학, 물 생태학, 진화 생태학 및 행동 생태와 같은 분야의 광범위하고 다 분야 연구에 관여합니다",14,2
831,호주,University of Wollongong,"The project ‘Strengthening and scaling community-based approaches to Pacific coastal fisheries management in support of the New Song’ has undertaken outreach on sustainable community-based management of coastal fisheries with over 100 local communities in Kiribati, Solomon Islands and Vanuatu. Outreach involves community awareness presentations, facilitation of development of community-based fisheries management plans, and training for community monitors to track fisheries catch in select sites with the goal to support adaptive management by communities.","'신곡을 뒷받침하는 태평양 연안 어업 경영에 대한 지역 기반 접근 강화 및 확대' 프로젝트는 키리바시, 솔로몬 제도, 바누아투 지역의 100개 이상의 지역 커뮤니티와 함께 연안 어업의 지속 가능한 지역 기반 관리에 대한 아웃리치를 수행하였습니다. 아웃리치에는 지역사회 인식 프레젠테이션, 지역사회 기반 어업 관리 계획의 개발 촉진, 지역사회에 의한 적응형 관리를 지원하기 위한 목표와 함께 선별된 현장의 어업 어획량을 추적하기 위한 지역사회 감시자 교육이 포함됩니다.","'새로운 노래를 지원하기 위해 태평양 해안 어업 관리에 대한 커뮤니티 기반 접근 방식 강화 및 스케일링'이 프로젝트는 키리 바티, 솔로몬 제도 및 바누아투에 100 개가 넘는 지역 사회와 함께 해안 어업의 지속 가능한 지역 사회 기반 관리에 대한 봉사 활동을 수행했습니다.봉사 활동에는 지역 사회 인식 프레젠테이션, 지역 사회 기반 어업 관리 계획의 개발 촉진, 지역 사회 모니터 교육을위한 교육을 추적하여 커뮤니티의 적응 관리를 지원하기위한 선택된 사이트에서 어업 캐치를 추적합니다."," 활동에는 지역 사회 인식 프레젠테이션, 지역 사회 기반 어업 관리 계획의 개발 촉진, 지역 사회 모니터 교육을위한 교육을 추적하여 커뮤니티의 적응 관리를 지원하기위한 선택된 사이트에서 어업 캐치를 추적합니다.",14,2
218,캐나다,York University,"SCHULICH PARTNERS WITH THE UN TO STUDY HOW CLIMATE CHANGE IMPACTS REAL ESTATE VALUES
The impact of climate change on real estate
values was the key focus of new research by
York University’s Schulich School of Business in
partnership with the United Nations and the Henley
Business School in the U.K. The research was
commissioned to support real estate investors in
correlating recent extreme weather events to real
estate values and prices, and how risk should factor
into future projections. Their report shows that
physical climate risk is fundamental and
critical to all real estate investors, but
there is a lack of information on how
these risks could affect property values
in the long term. Learn more here.","SCHULICH는 기후 변화가 부동산 가치에 어떤 영향을 미치는지 연구하기 위해 UN과 협력합니다._x000D_
기후변화가 부동산에 미치는 영향_x000D_
가치들은 새로운 연구의 핵심 초점이었다._x000D_
요크 대학교 슐리히 경영대학원_x000D_
국제 연합 및 헨리와의 제휴_x000D_
영국의 경영대학원 그 연구는_x000D_
부동산 투자자들을 지원하기 위해 위탁되었다._x000D_
최근의 극단적인 날씨 사건들을 실제와 연관시키기_x000D_
부동산 가치와 가격, 그리고 위험이 어떻게 요인화되어야 하는가_x000D_
장래의 예측으로 그들의 보고에 의하면_x000D_
신체적 기후 위험은 기본이고_x000D_
모든 부동산 투자자들에게는 중요하지만,_x000D_
에 대한 정보가 부족하다_x000D_
이러한 위험은 재산 가치에 영향을 미칠 수 있다._x000D_
장기간에 걸쳐서 자세한 내용은 여기를 참조하십시오.",Schulich는 UN과 파트너 파트너 관계를 연구하여 기후 변화가 부동산 가치 부동산 가치에 미치는 영향은 유엔 및 헨리 비즈니스 스쿨과 협력하여 요크 대학교의 슐리치 비즈니스 스쿨의 새로운 연구의 주요 초점이었습니다.영국은 최근 극도의 날씨 사건을 부동산 가치와 가격과 상관시키는 데있어 부동산 투자자들을 지원하기 위해 의뢰되었습니다.그들의 보고서에 따르면 물리적 기후 위험은 모든 부동산 투자자에게 근본적이고 중요하지만 이러한 위험이 장기적으로 부동산 가치에 어떻게 영향을 미칠 수 있는지에 대한 정보가 부족하다는 것을 보여줍니다.여기에서 자세히 알아보십시오., 보고서에 따르면 물리적 기후 위험은 모든 부동산 투자자에게 근본적이고 중요하지만 이러한 위험이 장기적으로 부동산 가치에 어떻게 영향을 미칠 수 있는지에 대한 정보가 부족하다는 것을 보여줍니다,13,2
797,미국,University of California,"The Zero Waste Working Group launched initiatives aimed at improving data collection, developing new zero waste targets and starting to address single-use plastics.",제로 웨이스트 작업 그룹은 데이터 수집을 개선하고 새로운 제로 웨이스트 대상을 개발하며 일회용 플라스틱 문제를 해결하기 위한 이니셔티브를 시작했습니다.,"제로 폐기물 실무 그룹은 데이터 수집 개선, 새로운 제로 폐기물 목표를 개발하고 단일 사용 플라스틱을 해결하기 시작하는 이니셔티브를 시작했습니다.","제로 폐기물 실무 그룹은 데이터 수집 개선, 새로운 제로 폐기물 목표를 개발하고 단일 사용 플라스틱을 해결하기 시작하는 이니셔티브를 시작했습니다.",12,2
1225,호주,Victoria University,"Education
The Green-Living Lab rooftop
garden of native plants and wetland
area was installed at Footscray Park
campus, for research, teaching and
community education. The Green-
Living Lab will be used for research
and teaching on the value of green
infrastructure for building thermal
properties, to counter the urban heat
island effect, for the quality of water
run-off capture and to boost
biodiversity across university sites.","교육
녹색생활실험실 옥상
토종 식물과 습지의 정원
그 지역은 풋스크레이 공원에 설치되었다.
캠퍼스, 연구, 교육 그리고
지역 교육 더 그린
리빙랩은 연구를 위해 사용될 것이다.
그리고 녹색의 가치에 대해 가르친다.
건축용 열 기반 시설
도시 열기에 대처하기 위해
물의 질에 대한 섬 효과
즉시 캡처 및 활성화
대학 사이트에 걸친 생물 다양성","교육 Green Living Lab 옥상 원주민 식물 및 습지 지역은 연구, 교육 및 지역 사회 교육을 위해 Footscray Park 캠퍼스에 설치되었습니다.그린 리빙 실험실은 열 속성을 구축하기위한 녹색 인프라의 가치, 도시 열 섬 효과에 대응하고, 물 유출 캡처의 품질을 높이고, 대학 부지에서 생물 다양성을 높이기 위해 연구 및 교육에 사용될 것입니다."," 리빙 실험실은 열 속성을 구축하기위한 녹색 인프라의 가치, 도시 열 섬 효과에 대응하고, 물 유출 캡처의 품질을 높이고, 대학 부지에서 생물 다양성을 높이기 위해 연구 및 교육에 사용될 것입니다.",13,2
415,영국,Manchester University,"Improving chemical productionBotanicals are used in many flavours andfragrances. However, some botanicalscontain only minute levels of the targetcompound. Our Synthetic BiologyResearch Centre for Fine and SpecialityChemicals and Manchester Institute ofBiotechnology are developing bacterialstrains that produce these compounds.This could significantly reduce theenvironmental impact of traditionalchemical synthesis and acceleratethe production and scale-up of moresustainable industrial chemicals.",화학 생산의 개선식물들은 많은 향과 향에 사용된다. 그러나 일부 식물들은 목표 화합물의 미세한 수준만을 포함하고 있다. 우리의 미세 및 특수 화학 합성 생물학 연구 센터와 맨체스터 생명 공학 연구소는 이러한 화합물을 생산하는 박테리아 균주를 개발하고 있습니다.이는 전통적인 화학 합성의 환경적 영향을 크게 줄이고 보다 지속 가능한 산업 화학 물질의 생산과 확장을 가속화할 수 있다.,"화학 생산 바보의 개선은 많은 맛과 프라그에서 사용됩니다.그러나 일부 식물학은 대상 컴포운드의 미세한 수준 만 있습니다.미세 및 전문 화학을위한 합성 생물학 연구 센터와 맨체스터 연구소의 맨체스터 연구소는 세균성을 개발하고 있으며,이를 생산하는 박테리아 스트레인을 개발하고 있으며 전통적인 화학적 합성의 환경 영향을 크게 줄이고 형태 적용 가능한 산업 화학 물질의 생산 및 스케일 업을 가속화 할 수 있습니다.",화학 생산 바보의 개선은 많은 맛과 프라그에서 사용됩니다,12,2
940,캐나다,McMaster University,"Dining facilities at the university use compostable cutlery, coffee cups,
paper straws and take-out containers. Products are clearly labelled as
compostable to encourage users to dispose of them in organic waste
bins across campus. In 2019, Hospitality Services added 194,000
compostable coffee cups and eliminated 1.3 million pieces of plastic
cutlery. Also, disposable napkins used at campus facilities are made from
100-per-cent post-consumer recycled paper and are fully compostable.","그 대학의 식당들은 퇴비가 가능한 커트러리, 커피잔,
종이 빨대와 테이크 아웃 용기 제품 라벨은 다음과 같이 명확하게 표시되어 있습니다.
사용자가 유기 폐기물에 폐기하도록 권장할 수 있는 퇴비
교내에 있는 쓰레기통들 2019년 호스피탤리티 서비스(Hospitality Services)는 194,000명을 추가했다.
퇴비가 가능한 커피 컵과 130만 개의 플라스틱 조각을 제거했다.
칼자루 또한, 캠퍼스 시설에서 사용되는 일회용 냅킨은 다음과 같이 만들어진다.
100% 재생지이며 완전히 퇴비가 가능합니다.","대학의 식당 시설은 퇴비 용 칼, 커피 컵, 종이 빨대 및 테이크 아웃 용기를 사용합니다.제품은 사용자가 캠퍼스 전역의 유기농 폐기물 쓰레기통에 처분하도록 장려하기 위해 퇴비화 가능으로 명확하게 표시됩니다.2019 년에 Hospitality Services는 194,000 개의 퇴비화 가능한 커피 컵을 추가하고 130 만 조각의 플라스틱 칼을 제거했습니다.또한 캠퍼스 시설에서 사용되는 일회용 냅킨은 100 %의 소비자 소비자 재활용 종이로 만들어졌으며 완전히 퇴비가 가능합니다.", 사용자가 캠퍼스 전역의 유기농 폐기물 쓰레기통에 처분하도록 장려하기 위해 퇴비화 가능으로 명확하게 표시됩니다,12,2
35,캐나다,Waterloo,"Global Water Futures
The Global Water Futures is a research initiative to find solutions that protect water quality and quantity across Canada and in the cold regions of the world. Global Water Futures will drastically change the landscape of water management with improvements to forecasting and tools that enable preparation for and management of water issues in the future in the face of dramatically increasing climate change risks.","""글로벌 워터 퓨처스""
글로벌 워터 퓨처스(Global Water Futures)는 캐나다 전역과 세계의 추운 지역에서 수질과 양을 보호하는 솔루션을 찾기 위한 연구 이니셔티브입니다. '글로벌 워터 퓨처스'는 기후변화 위험이 급격히 증가하는 상황에서 향후 물 문제에 대한 대비와 관리가 가능한 예측과 도구의 개선으로 물 관리의 지형을 획기적으로 변화시킬 예정이다.",글로벌 수질 선물 글로벌 워터 미래는 캐나다와 세계의 차가운 지역에서 수질과 수량을 보호하는 솔루션을 찾기위한 연구 이니셔티브입니다.글로벌 수자원 선물은 기후 변화 위험을 극적으로 증가시킬 때 미래에 물 문제를 준비하고 관리 할 수있는 예측 및 도구 개선으로 물 관리의 환경을 크게 변화시킬 것입니다., 수자원 선물은 기후 변화 위험을 극적으로 증가시킬 때 미래에 물 문제를 준비하고 관리 할 수있는 예측 및 도구 개선으로 물 관리의 환경을 크게 변화시킬 것입니다.,6,2
